0.775000,0.762500
0.862500,0.812500
0.937500,0.887500
0.925000,0.887500
0.925000,0.900000
0.962500,0.900000
0.887500,0.900000
0.900000,0.900000
0.887500,0.900000
0.900000,0.900000
0.900000,0.912500
0.887500,0.912500
0.900000,0.912500
0.887500,0.925000
0.900000,0.912500
0.887500,0.912500
0.887500,0.925000
0.887500,0.937500
0.887500,0.937500
0.887500,0.937500
0.887500,0.937500
0.887500,0.937500
0.887500,0.925000
0.887500,0.937500
0.887500,0.937500
0.875000,0.937500
0.887500,0.925000
0.875000,0.925000
0.875000,0.925000
0.875000,0.925000
0.875000,0.925000
0.862500,0.937500
0.875000,0.937500
0.875000,0.937500
0.887500,0.937500
0.887500,0.925000
0.887500,0.937500
0.900000,0.925000
0.887500,0.937500
0.887500,0.937500
0.887500,0.937500
0.900000,0.937500
0.887500,0.937500
0.900000,0.937500
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.900000,0.925000
0.900000,0.925000
0.887500,0.925000
0.887500,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.887500,0.925000
0.887500,0.925000
0.887500,0.925000
0.887500,0.925000
0.887500,0.925000
0.887500,0.925000
0.900000,0.925000
0.887500,0.925000
0.887500,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.900000,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.925000,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.912500,0.925000
0.925000,0.925000
0.925000,0.925000
0.937500,0.925000
0.937500,0.925000
0.937500,0.925000
0.937500,0.925000
0.937500,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
0.950000,0.925000
